800	46.13707662
801	46.78939879
802	47.40260541
803	47.96886742
804	48.47276211
805	48.90742004
806	49.26298857
807	49.56419468
808	49.80870783
809	49.98648167
810	50.09518862
811	50.1247108
812	50.07787943
813	49.96432662
814	49.74690676
815	49.4654268
816	49.10479188
817	48.68220687
818	48.17578793
819	47.59567976
820	46.89733386
821	46.12230659
822	45.27252316
823	44.34524179
824	43.35571826
825	42.3312068
826	41.24670625
827	40.09989202
828	38.92725408
829	37.75850832
830	36.58964038
831	35.45627296
832	34.41739082
833	33.47730339
834	32.66417384
835	32.01182783
836	31.571877
837	31.3544482
838	31.38433993
839	31.70726895
840	32.33963847
841	33.29815865
842	34.55730379
843	36.09529734
844	37.84044087
845	39.80463445
846	41.93859696
847	44.18230653
848	46.49783075
849	48.86497259
850	51.21456385
851	53.51485014
852	55.74680567
853	57.9184413
854	59.99236107
855	61.921978
856	63.78407478
857	65.57816267
858	67.30200052
859	69.01258826
860	70.6718564
861	71.97163105
862	72.97369242
863	73.92818332
864	74.81078506
865	75.58794022
866	76.25635266
867	76.86237097
868	77.38586068
869	77.82713771
870	78.2789588
871	78.65583897
872	78.99684906
873	79.30701375
874	79.56268787
875	79.81199622
876	79.91464734
877	80.01227379
878	80.02239466
879	79.97279763
880	80.02396822
881	80.10834455
882	80.02545238
883	79.90586758
884	79.76005673
885	79.58250046
886	79.37637568
887	79.12866473
888	78.76204848
889	78.43365669
890	78.19522023
891	77.88423896
892	77.5829196
893	77.2598207
894	76.83671117
895	76.35002136
896	75.82345605
897	75.17970204
898	74.50162172
899	73.83244038
900	73.27219248
901	72.6942122
902	72.03966975
903	71.34522796
904	70.69729567
905	70.07564902
906	69.46272254
907	68.77936721
908	68.01227331
909	67.3019588
910	66.72664881
911	66.21969342
912	65.76364636
913	65.36846757
914	64.9527967
915	64.64274526
916	64.41936493
917	64.25933242
918	64.21554685
919	64.26898241
920	64.40653205
921	64.64284062
922	64.97355103
923	65.37015438
924	65.80320001
925	66.23983979
926	66.70638919
927	67.22234488
928	67.78463125
929	68.50296259
930	69.31091547
931	70.06084919
932	70.700109
933	71.29805684
934	72.00990915
935	72.69584537
936	73.30451012
937	73.94894361
938	74.65037107
939	75.34851432
940	75.93902349
941	76.45785213
942	76.95759535
943	77.44118571
944	77.9723525
945	78.35930586
946	78.70069146
947	79.15440798
948	79.59475517
949	79.96516824
950	80.34163713
951	80.66151738
952	80.90210557
953	81.09289408
954	81.34906888
955	81.49411678
956	81.71665072
957	81.94060922
958	82.11497068
959	82.30825663
960	82.55041838
961	82.72079229
962	82.86780715
963	83.033216
964	83.21120739
965	83.43265653
966	83.68678093
967	83.97924304
968	84.23514366
969	84.51776505
970	84.80686545
971	85.07378697
972	85.27713418
973	85.29337645
974	85.09230018
975	84.69708562
976	84.16859508
977	83.5807085
978	82.981354
979	82.34538436
980	81.81301355
981	81.3914001
982	80.95129728
983	80.46788573
984	80.06820083
985	79.69998121
986	79.28335667
987	78.78741622
988	78.24553251
989	77.75775194
990	77.35025883
991	76.87717676
992	76.33687258
993	75.74293017
994	75.09951591
995	74.4484365
996	73.7975657
997	73.12020659
998	72.28507996
999	71.43659592
1000	70.63705921
1001	69.81933117
1002	68.91638637
1003	67.99483299
1004	66.97949767
1005	65.94875455
1006	64.91112709
1007	63.7915194
1008	62.67950535
1009	61.5269959
1010	60.26884913
1011	59.04706717
1012	57.7789247
1013	56.49349093
1014	55.17813563
1015	53.82495522
1016	52.43831277
1017	51.02719069
1018	49.62396026
1019	48.28276634
1020	46.98162377
1021	45.67399919
1022	44.34871078
1023	43.09347868
1024	41.89547896
1025	40.78423381
1026	39.74079788
1027	38.74797225
1028	37.89262474
1029	37.09583282
1030	36.38092577
1031	35.82762778
1032	35.34687161
1033	34.9752754
1034	34.75874662
1035	34.62224603
1036	34.53546166
1037	34.59962904
1038	34.76218283
1039	35.02817452
1040	35.40357947
1041	35.83131135
1042	36.31735444
1043	36.87419593
1044	37.40187287
1045	38.01131845
1046	38.68691921
1047	39.35194314
1048	40.06327689
1049	40.80060124
1050	41.56431556
1051	42.30234623
1052	43.06311309
1053	43.74314845
1054	44.43369806
1055	45.12579143
1056	45.82617283
1057	46.45037651
1058	47.09189236
1059	47.81943262
1060	48.60216379
1061	49.31644499
1062	49.92167652
1063	50.46213269
1064	50.92547536
1065	51.43578649
1066	51.8800199
1067	52.3042202
1068	52.71344781
1069	53.06526423
1070	53.34884524
1071	53.6675334
1072	53.98287177
1073	54.22348976
1074	54.43513393
1075	54.58257794
1076	54.68495488
1077	54.70974445
1078	54.73021865
1079	54.78314161
1080	54.9256444
1081	54.99284267
1082	55.01927733
1083	55.03419638
1084	54.98731136
1085	54.91010547
1086	54.84954119
1087	54.77576852
1088	54.71235514
1089	54.62462306
1090	54.48275805
1091	54.29561138
1092	54.11377549
1093	53.88042331
1094	53.67356539
1095	53.52786183
1096	53.34470868
1097	53.10500264
1098	52.76858807
1099	52.43217945
1100	52.11960673
1101	51.8019259
1102	51.45245194
1103	51.14248395
1104	50.8603394
1105	50.56099892
1106	50.12946725
1107	49.6635139
1108	49.2398262
1109	48.82334471
1110	48.43393862
1111	48.03259969
1112	47.64316082
1113	47.22690284
1114	46.7767328
1115	46.26812637
1116	45.7418859
1117	45.26762366
1118	44.85488236
1119	44.40991879
1120	43.9404875
1121	43.47453713
1122	43.05813611
1123	42.63112843
1124	42.2614187
1125	41.85236692
1126	41.36691988
1127	40.91920853
1128	40.58449864
1129	40.28960168
1130	40.01684189
1131	39.72399533
1132	39.42144215
1133	39.13964927
1134	38.89835179
1135	38.64939511
1136	38.44766021
1137	38.31858337
1138	38.15697134
1139	38.02964091
1140	37.98843026
1141	37.98883557
1142	37.97015846
1143	37.98652589
1144	37.99298406
1145	38.02734613
1146	38.15738559
1147	38.30643296
1148	38.40060234
1149	38.4416461
1150	38.44689131
