1	3.389879e+00	0
1.001	3.389429e+00	0
1.002	3.388982e+00	0
1.003	3.388536e+00	0
1.004	3.388093e+00	0
1.005	3.387651e+00	0
1.006	3.387212e+00	0
1.007	3.386775e+00	0
1.008	3.386340e+00	0
1.009	3.385907e+00	0
1.01	3.385476e+00	0
1.011	3.385047e+00	0
1.012	3.384620e+00	0
1.013	3.384195e+00	0
1.014	3.383771e+00	0
1.015	3.383350e+00	0
1.016	3.382931e+00	0
1.017	3.382513e+00	0
1.018	3.382098e+00	0
1.019	3.381684e+00	0
1.02	3.381273e+00	0
1.021	3.380863e+00	0
1.022	3.380454e+00	0
1.023	3.380048e+00	0
1.024	3.379644e+00	0
1.025	3.379241e+00	0
1.026	3.378840e+00	0
1.027	3.378441e+00	0
1.028	3.378043e+00	0
1.029	3.377648e+00	0
1.03	3.377254e+00	0
1.031	3.376861e+00	0
1.032	3.376471e+00	0
1.033	3.376082e+00	0
1.034	3.375695e+00	0
1.035	3.375309e+00	0
1.036	3.374925e+00	0
1.037	3.374543e+00	0
1.038	3.374162e+00	0
1.039	3.373783e+00	0
1.04	3.373405e+00	0
1.041	3.373029e+00	0
1.042	3.372655e+00	0
1.043	3.372282e+00	0
1.044	3.371911e+00	0
1.045	3.371541e+00	0
1.046	3.371173e+00	0
1.047	3.370807e+00	0
1.048	3.370441e+00	0
1.049	3.370078e+00	0
1.05	3.369716e+00	0
1.051	3.369355e+00	0
1.052	3.368996e+00	0
1.053	3.368638e+00	0
1.054	3.368282e+00	0
1.055	3.367927e+00	0
1.056	3.367573e+00	0
1.057	3.367221e+00	0
1.058	3.366871e+00	0
1.059	3.366521e+00	0
1.06	3.366174e+00	0
1.061	3.365827e+00	0
1.062	3.365482e+00	0
1.063	3.365138e+00	0
1.064	3.364796e+00	0
1.065	3.364455e+00	0
1.066	3.364115e+00	0
1.067	3.363777e+00	0
1.068	3.363440e+00	0
1.069	3.363104e+00	0
1.07	3.362770e+00	0
1.071	3.362437e+00	0
1.072	3.362105e+00	0
1.073	3.361775e+00	0
1.074	3.361445e+00	0
1.075	3.361117e+00	0
1.076	3.360791e+00	0
1.077	3.360465e+00	0
1.078	3.360141e+00	0
1.079	3.359818e+00	0
1.08	3.359496e+00	0
1.081	3.359175e+00	0
1.082	3.358856e+00	0
1.083	3.358538e+00	0
1.084	3.358221e+00	0
1.085	3.357905e+00	0
1.086	3.357591e+00	0
1.087	3.357277e+00	0
1.088	3.356965e+00	0
1.089	3.356654e+00	0
1.09	3.356344e+00	0
1.091	3.356035e+00	0
1.092	3.355727e+00	0
1.093	3.355421e+00	0
1.094	3.355116e+00	0
1.095	3.354811e+00	0
1.096	3.354508e+00	0
1.097	3.354206e+00	0
1.098	3.353905e+00	0
1.099	3.353605e+00	0
1.1	3.353307e+00	0
1.101	3.353009e+00	0
1.102	3.352712e+00	0
1.103	3.352417e+00	0
1.104	3.352122e+00	0
1.105	3.351829e+00	0
1.106	3.351537e+00	0
1.107	3.351245e+00	0
1.108	3.350955e+00	0
1.109	3.350666e+00	0
1.11	3.350378e+00	0
1.111	3.350090e+00	0
1.112	3.349804e+00	0
1.113	3.349519e+00	0
1.114	3.349235e+00	0
1.115	3.348952e+00	0
1.116	3.348670e+00	0
1.117	3.348389e+00	0
1.118	3.348109e+00	0
